,Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
18753,Unknown,India,2021-09-19 04:21:34,0,0,
18716,Unknown,India,2021-09-20 04:21:22,0,0,
16776,Unknown,India,2021-09-21 04:21:26,0,0,
16813,Unknown,India,2021-09-22 04:21:45,0,0,
816,Unknown,India,2021-09-23 04:21:43,0,0,
779,Unknown,India,2021-09-24 04:21:44,0,0,
10017,Unknown,India,2021-09-25 04:21:31,0,0,
10054,Unknown,India,2021-09-26 04:21:29,0,0,
19240,Unknown,India,2021-09-27 04:21:16,0,0,
19203,Unknown,India,2021-09-28 04:21:28,0,0,
2525,Unknown,India,2021-09-29 04:21:45,0,0,
2414,Unknown,India,2021-09-30 04:21:20,0,0,
22576,Unknown,India,2021-10-01 04:21:35,0,0,
855,Unknown,India,2021-10-02 04:21:25,0,0,
16887,Unknown,India,2021-10-03 04:21:24,0,0,
16850,Unknown,India,2021-10-04 04:21:31,0,0,
19277,Unknown,India,2021-10-05 04:21:27,0,0,
19314,Unknown,India,2021-10-06 04:21:33,0,0,
10202,Unknown,India,2021-10-07 04:21:36,0,0,
10128,Unknown,India,2021-10-08 04:21:25,0,0,
15992,Unknown,India,2021-10-09 04:21:34,0,0,
15917,Unknown,India,2021-10-10 04:21:38,0,0,
7231,Unknown,India,2021-10-11 04:21:31,0,0,
7269,Unknown,India,2021-10-12 04:21:09,0,0,
22502,Unknown,India,2021-10-13 04:20:51,0,0,
22465,Unknown,India,2021-10-14 04:21:29,0,0,
14692,Unknown,India,2021-10-15 04:21:26,0,0,
14729,Unknown,India,2021-10-16 04:21:15,0,0,
4229,Unknown,India,2021-10-17 04:21:29,0,0,
4155,Unknown,India,2021-10-18 04:21:10,0,0,
20907,Unknown,India,2021-10-19 04:20:54,0,0,
20832,Unknown,India,2021-10-20 04:21:00,0,0,
11948,Unknown,India,2021-10-21 04:21:18,0,0,
11985,Unknown,India,2021-10-22 04:21:14,0,0,
4414,Unknown,India,2021-10-23 04:21:32,0,0,
4377,Unknown,India,2021-10-24 04:21:22,0,0,
7825,Unknown,India,2021-10-25 04:22:31,0,0,
7862,Unknown,India,2021-10-26 04:22:09,0,0,
20092,Unknown,India,2021-10-27 04:22:32,0,0,
20055,Unknown,India,2021-10-28 04:22:08,0,0,
3267,Unknown,India,2021-10-29 04:22:03,0,0,
3230,Unknown,India,2021-10-30 04:22:03,0,0,
17670,Unknown,India,2021-10-31 04:22:08,0,0,
17708,Unknown,India,2021-11-01 04:22:01,0,0,
16292,Unknown,India,2021-11-02 04:22:03,0,0,
294,Unknown,India,2021-11-03 06:22:09,0,0,
331,Unknown,India,2021-11-04 04:22:20,0,0,
9161,Unknown,India,2021-11-05 04:21:54,0,0,
9124,Unknown,India,2021-11-06 04:21:51,0,0,
18492,Unknown,India,2021-11-07 04:21:53,0,0,
18529,Unknown,India,2021-11-08 04:21:43,0,0,
1856,Unknown,India,2021-11-09 04:21:36,0,0,
1894,Unknown,India,2021-11-10 04:21:38,0,0,
21908,Unknown,India,2021-11-11 04:21:45,0,0,
21870,Unknown,India,2021-11-12 04:22:01,0,0,
6640,Unknown,India,2021-11-13 04:21:38,0,0,
6677,Unknown,India,2021-11-14 04:21:31,0,0,
3119,Unknown,India,2021-11-15 04:21:36,0,0,
3082,Unknown,India,2021-11-16 04:21:10,0,0,
13691,Unknown,India,2021-11-17 04:21:48,0,0,
13728,Unknown,India,2021-11-18 04:21:33,0,0,
7528,Unknown,India,2021-11-19 04:21:40,0,0,
7565,Unknown,India,2021-11-20 04:22:17,0,0,
5382,Unknown,India,2021-11-21 04:22:13,0,0,
5345,Unknown,India,2021-11-22 04:22:20,0,0,
12838,Unknown,India,2021-11-23 04:22:39,0,0,
12875,Unknown,India,2021-11-24 04:22:14,0,0,
20573,Unknown,India,2021-11-25 04:22:33,0,0,
20536,Unknown,India,2021-11-26 04:22:33,0,0,
8417,Unknown,India,2021-11-27 04:22:45,0,0,
8454,Unknown,India,2021-11-28 04:22:43,0,0,
14543,Unknown,India,2021-11-29 04:22:30,0,0,
14581,Unknown,India,2021-11-30 04:22:53,0,0,
11836,Unknown,India,2021-12-01 04:22:29,0,0,
18455,Unknown,India,2021-12-02 04:22:37,0,0,
11687,Unknown,India,2021-12-03 04:23:05,0,0,
11724,Unknown,India,2021-12-04 04:22:18,0,0,
2303,Unknown,India,2021-12-05 04:22:25,0,0,
2266,Unknown,India,2021-12-06 04:22:34,0,0,
15806,Unknown,India,2021-12-07 04:22:34,0,0,
15843,Unknown,India,2021-12-08 04:22:46,0,0,
9943,Unknown,India,2021-12-09 04:22:49,0,0,
9980,Unknown,India,2021-12-10 04:22:28,0,0,
13060,Unknown,India,2021-12-11 04:22:45,0,0,
13023,Unknown,India,2021-12-12 04:22:12,0,0,
5197,Unknown,India,2021-12-13 04:22:02,0,0,
5234,Unknown,India,2021-12-14 04:22:38,0,0,
8380,Unknown,India,2021-12-15 03:22:16,0,0,
8343,Unknown,India,2021-12-16 04:22:11,0,0,
20684,Unknown,India,2021-12-17 04:22:14,0,0,
20721,Unknown,India,2021-12-18 02:22:20,0,0,
3970,Unknown,India,2021-12-19 04:21:11,0,0,
4007,Unknown,India,2021-12-20 04:21:43,0,0,
6455,Unknown,India,2021-12-21 03:21:27,0,0,
6418,Unknown,India,2021-12-22 04:21:54,0,0,
22019,Unknown,India,2021-12-23 04:21:21,0,0,
22056,Unknown,India,2021-12-24 04:21:34,0,0,
13802,Unknown,India,2021-12-25 04:21:37,0,0,
13765,Unknown,India,2021-12-26 04:21:50,0,0,
3008,Unknown,India,2021-12-27 04:21:58,0,0,
3045,Unknown,India,2021-12-28 04:21:47,0,0,
19831,Unknown,India,2021-12-29 03:21:43,0,0,
19868,Unknown,India,2021-12-30 04:21:25,0,0,
257,Unknown,India,2021-12-31 04:21:50,0,0,
220,Unknown,India,2022-01-01 04:22:14,0,0,
12725,Unknown,India,2022-01-02 04:20:52,0,0,
4973,Unknown,India,2022-01-03 02:22:25,0,0,
5011,Unknown,India,2022-01-04 04:22:17,0,0,
8604,Unknown,India,2022-01-05 04:21:59,0,0,
8566,Unknown,India,2022-01-06 04:22:09,0,0,
20870,Unknown,India,2022-01-07 04:22:09,0,0,
20944,Unknown,India,2022-01-08 04:21:53,0,0,
4118,Unknown,India,2022-01-09 04:21:46,0,0,
4192,Unknown,India,2022-01-10 04:22:07,0,0,
18269,Unknown,India,2022-01-11 04:22:01,0,0,
18231,Unknown,India,2022-01-12 04:21:44,194720,442,
11537,Unknown,India,2022-01-13 08:00:09,0,0,
11575,Unknown,India,2022-01-14 04:21:54,264202,315,
2601,Unknown,India,2022-01-15 04:21:07,0,0,
2563,Unknown,India,2022-01-16 04:21:12,0,0,
15955,Unknown,India,2022-01-17 04:21:08,0,0,
16030,Unknown,India,2022-01-18 04:21:04,0,0,
10091,Unknown,India,2022-01-19 04:21:23,0,0,
10165,Unknown,India,2022-01-20 04:21:07,0,0,
71,Unknown,India,2022-01-21 04:21:09,0,0,
33,Unknown,India,2022-01-22 04:21:13,0,0,
16141,Unknown,India,2022-01-23 04:21:13,0,0,
16179,Unknown,India,2022-01-24 04:21:12,0,0,
18679,Unknown,India,2022-01-25 04:21:05,0,0,
18641,Unknown,India,2022-01-26 04:21:07,0,0,
9273,Unknown,India,2022-01-27 04:21:19,0,0,
9311,Unknown,India,2022-01-28 04:21:09,0,0,
15324,Unknown,India,2022-01-29 04:21:10,0,0,
15361,Unknown,India,2022-01-30 04:21:26,0,0,
6233,Unknown,India,2022-01-31 04:21:09,0,0,
6196,Unknown,India,2022-02-01 04:21:11,0,0,
21758,Unknown,India,2022-02-02 04:21:09,0,0,
6344,Unknown,India,2022-02-03 04:21:21,0,0,
6381,Unknown,India,2022-02-04 04:21:10,0,0,
3415,Unknown,India,2022-02-05 04:21:05,0,0,
3378,Unknown,India,2022-02-06 04:21:00,0,0,
13913,Unknown,India,2022-02-07 04:21:05,0,0,
13950,Unknown,India,2022-02-08 04:21:15,0,0,
7677,Unknown,India,2022-02-09 04:21:04,0,0,
7714,Unknown,India,2022-02-10 04:21:14,0,0,
16104,Unknown,India,2022-02-11 04:21:09,0,0,
16067,Unknown,India,2022-02-12 04:21:06,0,0,
183,Unknown,India,2022-02-13 04:21:00,0,0,
