Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,New Cases,New Deaths,state_code
Arunachal Pradesh,2020-06-21,135,0,14,121.0,28978.0,123.0,12
Maharashtra,2020-06-21,128205,5984,64153,58068.0,1714382.0,41615.0,27
Haryana,2020-06-21,10223,149,5128,4946.0,256358.0,2844.0,6
Jharkhand,2020-06-21,1965,11,1335,619.0,249406.0,3062.0,20
Rajasthan,2020-06-21,14536,337,11274,2925.0,194902.0,1642.0,8
Gujarat,2020-06-21,26680,1638,18694,6348.0,49800.0,1108.0,24
Sikkim,2020-06-21,70,0,25,45.0,2353.0,25.0,11
Tripura,2020-06-21,1186,1,680,505.0,32258.0,390.0,16
Delhi,2020-06-21,56746,2112,31294,23340.0,1378783.0,22915.0,7
Uttar Pradesh,2020-06-21,16594,507,9995,6092.0,1674894.0,19990.0,9
Andhra Pradesh,2020-06-21,8452,101,4111,4240.0,264633.0,2374.0,37
Himachal Pradesh,2020-06-21,656,8,413,235.0,214418.0,3614.0,2
Ladakh,2020-06-21,836,1,117,718.0,7109.0,100.0,38
Jammu and Kashmir,2020-06-21,5834,81,3336,2417.0,319784.0,4328.0,1
West Bengal,2020-06-21,13531,540,7865,5126.0,54161.0,996.0,19
Assam,2020-06-21,4904,9,3039,1856.0,512290.0,4643.0,18
Punjab,2020-06-21,3952,98,2678,1176.0,2955.0,80.0,3
Chandigarh,2020-06-21,404,6,316,82.0,25790.0,371.0,4
Goa,2020-06-21,754,0,129,625.0,10216.0,93.0,30
Mizoram,2020-06-21,140,0,9,131.0,2170.0,0.0,15
Andaman and Nicobar Islands,2020-06-21,47,0,36,11.0,2259.0,24.0,35
Karnataka,2020-06-21,8697,132,5391,3174.0,823699.0,11115.0,29
Telangana,2020-06-21,7072,203,3506,3363.0,292182.0,1432.0,36
Kerala,2020-06-21,3039,21,1568,1450.0,839804.0,3421.0,32
Tamil Nadu,2020-06-21,56845,704,31316,24825.0,637185.0,10037.0,33
Meghalaya,2020-06-21,44,1,33,10.0,82536.0,1424.0,17
Uttarakhand,2020-06-21,2301,27,1450,824.0,341009.0,7362.0,5
Madhya Pradesh,2020-06-21,11724,501,8880,2343.0,781138.0,10023.0,23
Puducherry,2020-06-21,286,7,118,161.0,722.0,7.0,34
Bihar,2020-06-21,7533,52,5529,1952.0,718195.0,9602.0,10
Nagaland,2020-06-21,201,0,138,63.0,32001.0,702.0,13
Unknown,2020-06-21,9127,0,0,9127.0,-9127.0,0.0,97
Dadra and Nagar Haveli and Daman and Diu,2020-06-21,68,0,26,42.0,2964.0,2.0,26
Manipur,2020-06-21,777,0,232,545.0,29374.0,381.0,14
Telangana,2020-06-22,7802,210,3731,3861.0,226350.0,1109.0,36
Andhra Pradesh,2020-06-22,8999,106,4331,4562.0,678352.0,5674.0,37
Haryana,2020-06-22,10635,160,5557,4918.0,257658.0,2867.0,6
Bihar,2020-06-22,7612,53,5580,1979.0,60176.0,310.0,10
Tamil Nadu,2020-06-22,59377,757,32754,25866.0,2567988.0,34316.0,33
Karnataka,2020-06-22,9150,137,5618,3395.0,2940295.0,37181.0,29
Punjab,2020-06-22,4074,99,2700,1275.0,35253.0,892.0,3
Jammu and Kashmir,2020-06-22,5956,82,3382,2492.0,69114.0,1099.0,1
Goa,2020-06-22,754,0,129,625.0,32023.0,419.0,30
Puducherry,2020-06-22,366,8,140,218.0,128599.0,1865.0,34
Kerala,2020-06-22,3172,21,1661,1490.0,2450.0,6.0,32
Meghalaya,2020-06-22,44,1,33,10.0,759.0,4.0,17
Jharkhand,2020-06-22,2073,11,1406,656.0,313429.0,4468.0,20
Chandigarh,2020-06-22,406,6,316,84.0,65730.0,1073.0,4
Maharashtra,2020-06-22,132075,6170,65744,60161.0,251648.0,7713.0,27
Nagaland,2020-06-22,211,0,141,70.0,23026.0,435.0,13
Rajasthan,2020-06-22,14930,349,11597,2984.0,939424.0,8605.0,8
Himachal Pradesh,2020-06-22,673,8,425,240.0,199609.0,3431.0,2
Uttar Pradesh,2020-06-22,17731,550,10995,6186.0,1846635.0,22434.0,9
Gujarat,2020-06-22,27260,1663,19349,6248.0,45903.0,1032.0,24
Tripura,2020-06-22,1221,1,759,461.0,7974.0,77.0,16
Dadra and Nagar Haveli and Daman and Diu,2020-06-22,88,0,26,62.0,858.0,2.0,26
Delhi,2020-06-22,59746,2175,33013,24558.0,676942.0,9180.0,7
Sikkim,2020-06-22,78,0,25,53.0,32343.0,406.0,11
West Bengal,2020-06-22,13945,555,8297,5093.0,56243.0,1026.0,19
Manipur,2020-06-22,841,0,250,591.0,124613.0,1985.0,14
Madhya Pradesh,2020-06-22,11903,515,9015,2373.0,780951.0,10009.0,23
Odisha,2020-06-22,5160,14,3720,1426.0,3910.0,22.0,21
Unknown,2020-06-22,7832,0,0,7832.0,-7832.0,0.0,97
Arunachal Pradesh,2020-06-22,135,0,15,120.0,0.0,0.0,12
Assam,2020-06-22,5388,9,3360,2019.0,91383.0,265.0,18
Uttarakhand,2020-06-22,2344,27,1500,817.0,46656.0,584.0,5
Andaman and Nicobar Islands,2020-06-22,48,0,37,11.0,2138.0,24.0,35
Mizoram,2020-06-22,141,0,9,132.0,133421.0,487.0,15
Chhattisgarh,2020-06-22,2275,11,1447,817.0,311533.0,3843.0,22
Ladakh,2020-06-22,837,1,134,702.0,6097.0,84.0,38
Uttar Pradesh,2020-06-23,18322,569,11601,6152.0,-4231.0,-152.0,9
Delhi,2020-06-23,62655,2233,36602,23820.0,1719859.0,23353.0,7
Dadra and Nagar Haveli and Daman and Diu,2020-06-23,91,0,27,64.0,593.0,2.0,26
Meghalaya,2020-06-23,44,1,37,6.0,359.0,1.0,17
Unknown,2020-06-23,8015,0,0,8015.0,-8015.0,0.0,97
Manipur,2020-06-23,898,0,250,648.0,29523.0,385.0,14
Punjab,2020-06-23,4235,101,2825,1309.0,44739.0,616.0,3
Tripura,2020-06-23,1237,1,782,454.0,83550.0,820.0,16
Himachal Pradesh,2020-06-23,727,8,437,282.0,14249.0,178.0,2
Chhattisgarh,2020-06-23,2303,12,1513,778.0,200220.0,2452.0,22
Assam,2020-06-23,5586,9,3521,2056.0,210795.0,1048.0,18
Kerala,2020-06-23,3310,21,1749,1540.0,4442918.0,23144.0,32
Odisha,2020-06-23,5303,15,3863,1425.0,296271.0,1410.0,21
Puducherry,2020-06-23,383,8,149,226.0,36826.0,606.0,34
Rajasthan,2020-06-23,15232,356,11910,2966.0,310192.0,2442.0,8
Haryana,2020-06-23,11025,169,5916,4940.0,759800.0,9641.0,6
Mizoram,2020-06-23,141,0,9,132.0,94689.0,310.0,15
Jharkhand,2020-06-23,2137,11,1469,657.0,346135.0,5124.0,20
Chandigarh,2020-06-23,411,6,322,83.0,43035.0,483.0,4
Uttarakhand,2020-06-23,2402,28,1521,853.0,341525.0,7373.0,5
Sikkim,2020-06-23,78,0,29,49.0,32023.0,400.0,11
Bihar,2020-06-23,7825,55,5781,1989.0,718319.0,9606.0,10
Gujarat,2020-06-23,27825,1684,19909,6232.0,799610.0,8408.0,24
Andaman and Nicobar Islands,2020-06-23,48,0,37,11.0,4946.0,62.0,35
Tamil Nadu,2020-06-23,62087,794,34112,27181.0,692373.0,10660.0,33
Telangana,2020-06-23,8674,217,4005,4452.0,666940.0,3772.0,36
Ladakh,2020-06-23,847,1,136,710.0,5086.0,70.0,38
Arunachal Pradesh,2020-06-23,139,0,21,118.0,16605.0,56.0,12
Madhya Pradesh,2020-06-23,12078,521,9215,2342.0,310260.0,3592.0,23
Karnataka,2020-06-23,9399,142,5730,3527.0,501947.0,7780.0,29
Jammu and Kashmir,2020-06-23,6088,85,3531,2472.0,1409.0,16.0,1
Goa,2020-06-23,864,1,152,711.0,162184.0,2946.0,30
Maharashtra,2020-06-23,135796,6283,67706,61807.0,6499184.0,134679.0,27
Nagaland,2020-06-23,280,0,141,139.0,32250.0,703.0,13
West Bengal,2020-06-23,14358,569,8687,5102.0,1488348.0,17189.0,19
Andhra Pradesh,2020-06-23,9372,111,4495,4766.0,2060398.0,14301.0,37
Chhattisgarh,2020-06-24,2362,12,1553,797.0,327332.0,3999.0,22
Haryana,2020-06-24,11520,178,6498,4844.0,754002.0,8771.0,6
Chandigarh,2020-06-24,418,6,322,90.0,65233.0,1070.0,4
Mizoram,2020-06-24,142,0,9,133.0,-40.0,0.0,15
Himachal Pradesh,2020-06-24,775,8,443,324.0,2043.0,6.0,2
Gujarat,2020-06-24,28371,1710,20513,6148.0,791950.0,8287.0,24
Rajasthan,2020-06-24,15627,365,12213,3049.0,-1770.0,-42.0,8
Delhi,2020-06-24,66602,2301,39313,24988.0,571426.0,8600.0,7
Andhra Pradesh,2020-06-24,10002,119,4599,5284.0,1793072.0,11763.0,37
Jammu and Kashmir,2020-06-24,6236,87,3642,2507.0,360615.0,4488.0,1
Jharkhand,2020-06-24,2185,11,1520,654.0,340880.0,5071.0,20
Puducherry,2020-06-24,402,9,165,228.0,66225.0,892.0,34
Sikkim,2020-06-24,79,0,29,50.0,5842.0,129.0,11
Punjab,2020-06-24,4397,105,3047,1245.0,714745.0,16918.0,3
Telangana,2020-06-24,9553,220,4224,5109.0,654858.0,3689.0,36
Andaman and Nicobar Islands,2020-06-24,50,0,40,10.0,3282.0,50.0,35
Assam,2020-06-24,5831,9,3762,2060.0,605825.0,6010.0,18
Kerala,2020-06-24,3451,22,1809,1620.0,4387038.0,22628.0,32
Maharashtra,2020-06-24,139010,6531,69631,62848.0,5759540.0,101802.0,27
Bihar,2020-06-24,8153,56,6104,1993.0,147292.0,741.0,10
Tamil Nadu,2020-06-24,64603,833,35339,28431.0,2668743.0,35742.0,33
Ladakh,2020-06-24,932,1,148,783.0,21026.0,216.0,38
Uttarakhand,2020-06-24,2535,30,1602,903.0,337398.0,7065.0,5
Manipur,2020-06-24,921,0,258,663.0,107349.0,1710.0,14
Arunachal Pradesh,2020-06-24,148,0,22,126.0,31134.0,145.0,12
Nagaland,2020-06-24,330,0,141,189.0,25722.0,511.0,13
Odisha,2020-06-24,5470,17,3988,1465.0,999405.0,7680.0,21
Goa,2020-06-24,909,1,205,703.0,47665.0,696.0,30
Tripura,2020-06-24,1259,1,807,451.0,66.0,0.0,16
Madhya Pradesh,2020-06-24,12261,525,9335,2401.0,16328.0,295.0,23
Karnataka,2020-06-24,9721,150,6004,3567.0,2936272.0,37111.0,29
West Bengal,2020-06-24,14728,580,9218,4930.0,501777.0,8386.0,19
Meghalaya,2020-06-24,46,1,37,8.0,2870.0,14.0,17
Unknown,2020-06-24,8141,0,0,8141.0,-8141.0,0.0,97
Dadra and Nagar Haveli and Daman and Diu,2020-06-24,120,0,29,91.0,3259.0,2.0,26
Uttar Pradesh,2020-06-24,18893,588,12116,6189.0,1691240.0,22312.0,9
Telangana,2020-06-25,10444,225,4361,5858.0,651422.0,3672.0,36
Chandigarh,2020-06-25,420,6,323,91.0,29921.0,390.0,4
Andhra Pradesh,2020-06-25,10331,124,4779,5428.0,2019654.0,13874.0,37
Arunachal Pradesh,2020-06-25,158,0,38,120.0,53574.0,270.0,12
West Bengal,2020-06-25,15173,591,9702,4880.0,1542241.0,17996.0,19
Puducherry,2020-06-25,461,9,176,276.0,35539.0,595.0,34
Assam,2020-06-25,6198,9,3958,2231.0,250378.0,1321.0,18
Manipur,2020-06-25,970,0,328,642.0,46873.0,761.0,14
Gujarat,2020-06-25,28943,1735,21088,6120.0,39825.0,870.0,24
Karnataka,2020-06-25,10118,164,6151,3803.0,2958425.0,37463.0,29
Andaman and Nicobar Islands,2020-06-25,56,0,43,13.0,3.0,0.0,35
Uttar Pradesh,2020-06-25,19557,596,12586,6375.0,1689543.0,22196.0,9
Haryana,2020-06-25,12010,188,6925,4897.0,758635.0,9498.0,6
Chhattisgarh,2020-06-25,2419,12,1627,780.0,102314.0,836.0,22
Himachal Pradesh,2020-06-25,806,8,466,332.0,180177.0,2819.0,2
Kerala,2020-06-25,3603,22,1888,1693.0,5213986.0,44481.0,32
Ladakh,2020-06-25,941,1,274,666.0,5198.0,73.0,38
Maharashtra,2020-06-25,142900,6739,73792,62369.0,1878284.0,44261.0,27
Jharkhand,2020-06-25,2207,11,1570,626.0,347037.0,5129.0,20
Tamil Nadu,2020-06-25,67468,866,37763,28839.0,2584647.0,34561.0,33
Mizoram,2020-06-25,142,0,19,123.0,1191.0,0.0,15
Goa,2020-06-25,951,2,289,660.0,173886.0,3215.0,30
Sikkim,2020-06-25,84,0,39,45.0,31638.0,390.0,11
Uttarakhand,2020-06-25,2623,35,1721,867.0,340619.0,7354.0,5
Bihar,2020-06-25,8209,57,6113,2039.0,167316.0,821.0,10
Delhi,2020-06-25,70390,2365,41437,26588.0,1368947.0,22724.0,7
Unknown,2020-06-25,8493,0,0,8493.0,-8493.0,0.0,97
Rajasthan,2020-06-25,16009,375,12611,3023.0,1002305.0,8616.0,8
Odisha,2020-06-25,5752,17,4123,1612.0,8528.0,57.0,21
Dadra and Nagar Haveli and Daman and Diu,2020-06-25,120,0,30,90.0,7592.0,4.0,26
Madhya Pradesh,2020-06-25,12448,534,9473,2441.0,44416.0,748.0,23
Tripura,2020-06-25,1259,1,897,361.0,82413.0,804.0,16
Nagaland,2020-06-25,347,0,148,199.0,11858.0,91.0,13
Jammu and Kashmir,2020-06-25,6422,88,3818,2516.0,324640.0,4338.0,1
Meghalaya,2020-06-25,46,1,42,3.0,9632.0,89.0,17
Punjab,2020-06-25,4627,113,3099,1415.0,161251.0,5209.0,3
Punjab,2020-06-26,4769,120,3192,1457.0,679895.0,16726.0,3
Delhi,2020-06-26,73780,2429,44765,26586.0,1344638.0,20980.0,7
Manipur,2020-06-26,1056,0,354,702.0,27930.0,369.0,14
Unknown,2020-06-26,8123,0,0,8123.0,-8123.0,0.0,97
Goa,2020-06-26,995,2,335,658.0,53471.0,785.0,30
Chandigarh,2020-06-26,423,6,329,88.0,12.0,0.0,4
Nagaland,2020-06-26,355,0,160,195.0,11878.0,92.0,13
Dadra and Nagar Haveli and Daman and Diu,2020-06-26,155,0,32,123.0,2382.0,2.0,26
Assam,2020-06-26,6321,9,4033,2279.0,5067.0,5.0,18
Haryana,2020-06-26,12463,198,7380,4885.0,260288.0,2860.0,6
Tamil Nadu,2020-06-26,70977,911,39999,30067.0,629216.0,9914.0,33
Uttarakhand,2020-06-26,2691,36,1758,897.0,338488.0,7303.0,5
Ladakh,2020-06-26,941,1,358,582.0,3028.0,53.0,38
Gujarat,2020-06-26,29520,1753,21498,6269.0,283228.0,2786.0,24
Karnataka,2020-06-26,10560,170,6670,3720.0,2976753.0,37884.0,29
Jammu and Kashmir,2020-06-26,6549,90,3967,2492.0,443324.0,4651.0,1
Telangana,2020-06-26,11364,230,4688,6446.0,340060.0,1594.0,36
Rajasthan,2020-06-26,16296,379,12840,3077.0,-3895.0,-97.0,8
Meghalaya,2020-06-26,46,1,42,3.0,84758.0,1483.0,17
Madhya Pradesh,2020-06-26,12596,542,9619,2435.0,2334.0,66.0,23
Andaman and Nicobar Islands,2020-06-26,59,0,43,16.0,2801.0,33.0,35
Odisha,2020-06-26,5962,17,4291,1654.0,8936.0,60.0,21
Tripura,2020-06-26,1290,1,1019,270.0,29003.0,343.0,16
Arunachal Pradesh,2020-06-26,160,1,38,121.0,53647.0,269.0,12
Bihar,2020-06-26,8473,57,6441,1975.0,174255.0,847.0,10
Andhra Pradesh,2020-06-26,10884,136,4988,5760.0,2019965.0,13874.0,37
Jharkhand,2020-06-26,2262,12,1605,645.0,-55.0,-1.0,20
Sikkim,2020-06-26,85,0,39,46.0,19856.0,301.0,11
Uttar Pradesh,2020-06-26,20193,611,13119,6463.0,215564.0,2931.0,9
West Bengal,2020-06-26,15648,606,10190,4852.0,358016.0,6235.0,19
Maharashtra,2020-06-26,147741,6931,77453,63357.0,644800.0,17652.0,27
Chhattisgarh,2020-06-26,2452,12,1755,685.0,1003202.0,13558.0,22
Mizoram,2020-06-26,145,0,30,115.0,93.0,0.0,15
Kerala,2020-06-26,3726,22,1943,1761.0,2391864.0,7709.0,32
Puducherry,2020-06-26,502,9,187,306.0,-119.0,-1.0,34
Himachal Pradesh,2020-06-26,839,9,477,353.0,618.0,2.0,2
Maharashtra,2020-06-27,152765,7106,79815,65844.0,2008702.0,45078.0,27
Mizoram,2020-06-27,145,0,30,115.0,3979.0,7.0,15
Goa,2020-06-27,1039,2,370,667.0,170107.0,3145.0,30
West Bengal,2020-06-27,16190,616,10535,5039.0,1460847.0,16624.0,19
Nagaland,2020-06-27,371,0,162,209.0,868.0,1.0,13
Uttarakhand,2020-06-27,2725,37,1822,866.0,81344.0,1338.0,5
Odisha,2020-06-27,6180,17,4422,1741.0,1029793.0,8277.0,21
Himachal Pradesh,2020-06-27,864,9,502,353.0,14590.0,193.0,2
Meghalaya,2020-06-27,47,1,42,4.0,41859.0,732.0,17
Gujarat,2020-06-27,30095,1771,22030,6294.0,270771.0,2721.0,24
Uttar Pradesh,2020-06-27,20943,630,13583,6730.0,1689071.0,22267.0,9
Andaman and Nicobar Islands,2020-06-27,72,0,43,29.0,4974.0,62.0,35
Bihar,2020-06-27,8716,58,6762,1896.0,716075.0,9585.0,10
Jharkhand,2020-06-27,2290,12,1643,635.0,346887.0,5128.0,20
Chhattisgarh,2020-06-27,2545,13,1914,618.0,153442.0,1412.0,22
Manipur,2020-06-27,1075,0,393,682.0,27932.0,370.0,14
Karnataka,2020-06-27,11005,180,6916,3909.0,238585.0,4147.0,29
Haryana,2020-06-27,12884,211,8016,4657.0,734856.0,7630.0,6
Jammu and Kashmir,2020-06-27,6762,91,4080,2591.0,322458.0,4331.0,1
Kerala,2020-06-27,3876,22,2008,1846.0,5593772.0,51717.0,32
Chandigarh,2020-06-27,425,6,335,84.0,61199.0,801.0,4
Tamil Nadu,2020-06-27,74622,957,41357,32308.0,77198.0,1210.0,33
Unknown,2020-06-27,8023,0,0,8023.0,-8023.0,0.0,97
Andhra Pradesh,2020-06-27,11489,148,5196,6145.0,2044510.0,14094.0,37
Madhya Pradesh,2020-06-27,12798,546,9804,2448.0,587632.0,5359.0,23
Punjab,2020-06-27,4957,122,3201,1634.0,595856.0,16317.0,3
Puducherry,2020-06-27,502,9,187,306.0,119321.0,1772.0,34
Delhi,2020-06-27,77240,2492,47091,27657.0,1358431.0,22547.0,7
Telangana,2020-06-27,12349,237,4766,7346.0,-2796.0,-17.0,36
Tripura,2020-06-27,1325,1,1055,269.0,-66.0,0.0,16
Ladakh,2020-06-27,946,1,358,587.0,19995.0,207.0,38
Sikkim,2020-06-27,86,0,39,47.0,5082.0,115.0,11
Arunachal Pradesh,2020-06-27,172,1,42,129.0,47950.0,228.0,12
Assam,2020-06-27,6607,9,4259,2339.0,211663.0,1095.0,18
Rajasthan,2020-06-27,16660,380,13062,3218.0,740047.0,5285.0,8
Dadra and Nagar Haveli and Daman and Diu,2020-06-27,163,0,41,122.0,10412.0,4.0,26
Kerala,2020-06-28,4071,22,2110,1939.0,2757403.0,11633.0,32
Odisha,2020-06-28,6350,18,4606,1726.0,63670.0,362.0,21
Unknown,2020-06-28,7839,0,0,7839.0,-7839.0,0.0,97
Uttar Pradesh,2020-06-28,21549,649,14215,6685.0,569295.0,7803.0,9
Goa,2020-06-28,1128,2,420,706.0,56584.0,826.0,30
Assam,2020-06-28,6816,9,4500,2307.0,606496.0,6033.0,18
Delhi,2020-06-28,80188,2558,49301,28329.0,553354.0,8231.0,7
Meghalaya,2020-06-28,47,1,42,4.0,17061.0,173.0,17
Puducherry,2020-06-28,619,10,221,388.0,128241.0,1862.0,34
Tripura,2020-06-28,1334,1,1071,262.0,32019.0,390.0,16
Gujarat,2020-06-28,30709,1789,22409,6511.0,-8677.0,-404.0,24
Nagaland,2020-06-28,387,0,164,223.0,12029.0,93.0,13
Mizoram,2020-06-28,148,0,55,93.0,128069.0,458.0,15
Ladakh,2020-06-28,960,1,554,405.0,19461.0,206.0,38
Andaman and Nicobar Islands,2020-06-28,72,0,43,29.0,4980.0,62.0,35
Jharkhand,2020-06-28,2339,12,1724,603.0,338586.0,5034.0,20
Punjab,2020-06-28,5056,128,3320,1608.0,592658.0,16065.0,3
Tamil Nadu,2020-06-28,78335,1025,44094,33216.0,11832.0,176.0,33
Andhra Pradesh,2020-06-28,12285,157,5480,6648.0,2065657.0,14342.0,37
Chandigarh,2020-06-28,428,6,335,87.0,61510.0,803.0,4
Jammu and Kashmir,2020-06-28,6966,93,4225,2648.0,292084.0,3958.0,1
Maharashtra,2020-06-28,159133,7273,84245,67615.0,6475311.0,133668.0,27
Arunachal Pradesh,2020-06-28,177,1,54,122.0,16668.0,55.0,12
Karnataka,2020-06-28,11923,191,7287,4445.0,944878.0,12188.0,29
Sikkim,2020-06-28,87,0,46,41.0,38781.0,437.0,11
Madhya Pradesh,2020-06-28,12965,550,9971,2444.0,155004.0,2340.0,23
West Bengal,2020-06-28,16711,629,10789,5293.0,1509062.0,17480.0,19
Chhattisgarh,2020-06-28,2545,13,1914,618.0,338971.0,4083.0,22
Himachal Pradesh,2020-06-28,894,9,509,376.0,61489.0,1024.0,2
Telangana,2020-06-28,13436,243,4928,8265.0,218398.0,1068.0,36
Dadra and Nagar Haveli and Daman and Diu,2020-06-28,177,0,55,122.0,3635.0,2.0,26
Haryana,2020-06-28,13427,218,8472,4737.0,757420.0,9656.0,6
Rajasthan,2020-06-28,16944,391,13367,3186.0,129251.0,1168.0,8
Bihar,2020-06-28,8931,59,6843,2029.0,717067.0,9602.0,10
Uttarakhand,2020-06-28,2791,37,1912,842.0,72004.0,1194.0,5
Manipur,2020-06-28,1092,0,432,660.0,90368.0,1465.0,14
Gujarat,2020-06-29,31320,1808,22800,6712.0,50622.0,1029.0,24
Jammu and Kashmir,2020-06-29,7093,94,4316,2683.0,-331.0,-3.0,1
Goa,2020-06-29,1198,3,478,717.0,8246.0,83.0,30
Assam,2020-06-29,7206,10,5088,2108.0,691507.0,6309.0,18
Andhra Pradesh,2020-06-29,13241,169,5908,7164.0,875244.0,6991.0,37
Meghalaya,2020-06-29,47,1,42,4.0,84509.0,1474.0,17
Mizoram,2020-06-29,148,0,55,93.0,4661.0,12.0,15
Haryana,2020-06-29,13829,223,8917,4689.0,758399.0,9838.0,6
Sikkim,2020-06-29,88,0,49,39.0,29721.0,369.0,11
Madhya Pradesh,2020-06-29,13186,557,10084,2545.0,754088.0,7061.0,23
Unknown,2020-06-29,7285,0,0,7285.0,-7285.0,0.0,97
Delhi,2020-06-29,83077,2623,52607,27847.0,78389.0,1677.0,7
Himachal Pradesh,2020-06-29,916,9,529,378.0,205453.0,3513.0,2
Tamil Nadu,2020-06-29,82275,1079,45537,35659.0,720067.0,10852.0,33
Dadra and Nagar Haveli and Daman and Diu,2020-06-29,178,0,60,118.0,2985.0,2.0,26
Uttarakhand,2020-06-29,2823,38,2018,767.0,338539.0,7316.0,5
Chandigarh,2020-06-29,429,6,336,87.0,64681.0,808.0,4
Odisha,2020-06-29,6614,21,4743,1850.0,318182.0,1799.0,21
Chhattisgarh,2020-06-29,2662,13,2091,558.0,277845.0,3362.0,22
Telangana,2020-06-29,14419,247,5172,9000.0,282254.0,1371.0,36
Tripura,2020-06-29,1346,1,1079,266.0,84414.0,829.0,16
Maharashtra,2020-06-29,164626,7429,86575,70622.0,6150437.0,125609.0,27
Rajasthan,2020-06-29,17271,399,13611,3261.0,301794.0,2382.0,8
Bihar,2020-06-29,9212,60,7118,2034.0,27392.0,174.0,10
Nagaland,2020-06-29,415,0,164,251.0,29557.0,617.0,13
Jharkhand,2020-06-29,2364,12,1793,559.0,3171.0,37.0,20
West Bengal,2020-06-29,17283,639,11193,5451.0,145495.0,2589.0,19
Manipur,2020-06-29,1185,0,455,730.0,120668.0,1882.0,14
Puducherry,2020-06-29,619,10,221,388.0,126050.0,1833.0,34
Punjab,2020-06-29,5216,133,3526,1557.0,172160.0,5599.0,3
Andaman and Nicobar Islands,2020-06-29,76,0,45,31.0,4918.0,62.0,35
Uttar Pradesh,2020-06-29,22147,660,14808,6679.0,582501.0,8080.0,9
Arunachal Pradesh,2020-06-29,182,1,60,121.0,16645.0,55.0,12
Ladakh,2020-06-29,963,1,586,376.0,4430.0,64.0,38
Kerala,2020-06-29,4189,22,2152,2015.0,1113804.0,4557.0,32
Karnataka,2020-06-29,13190,207,7507,5476.0,897051.0,11809.0,29
Jharkhand,2020-06-30,2426,15,1845,566.0,993.0,8.0,20
Tripura,2020-06-30,1380,1,1085,294.0,25172.0,288.0,16
Ladakh,2020-06-30,964,1,616,347.0,41.0,0.0,38
Chhattisgarh,2020-06-30,2761,13,2173,575.0,1052992.0,13634.0,22
Himachal Pradesh,2020-06-30,942,9,556,377.0,200723.0,3464.0,2
Telangana,2020-06-30,15394,253,5582,9559.0,279530.0,1351.0,36
Puducherry,2020-06-30,619,10,221,388.0,119482.0,1776.0,34
Uttar Pradesh,2020-06-30,22828,672,15506,6650.0,1687424.0,22233.0,9
Madhya Pradesh,2020-06-30,13370,564,10199,2607.0,779309.0,9959.0,23
Gujarat,2020-06-30,31938,1827,23240,6871.0,234883.0,2577.0,24
Arunachal Pradesh,2020-06-30,187,1,61,125.0,14973.0,42.0,12
Maharashtra,2020-06-30,169883,7610,88960,73313.0,2038703.0,44830.0,27
Kerala,2020-06-30,4189,22,2152,2015.0,761735.0,3073.0,32
Delhi,2020-06-30,85161,2680,56235,26246.0,1344630.0,21988.0,7
Rajasthan,2020-06-30,17660,405,13618,3637.0,936524.0,8549.0,8
Uttarakhand,2020-06-30,2831,39,2111,681.0,340145.0,7348.0,5
Odisha,2020-06-30,6859,23,4946,1890.0,329908.0,1891.0,21
Assam,2020-06-30,7752,11,5333,2408.0,169469.0,669.0,18
Nagaland,2020-06-30,434,0,168,266.0,31730.0,701.0,13
Dadra and Nagar Haveli and Daman and Diu,2020-06-30,203,0,77,126.0,1234.0,2.0,26
Chandigarh,2020-06-30,435,6,349,80.0,12143.0,171.0,4
West Bengal,2020-06-30,17907,653,11719,5535.0,245727.0,4417.0,19
Haryana,2020-06-30,14210,232,9502,4476.0,97047.0,917.0,6
Andhra Pradesh,2020-06-30,13891,180,6232,7479.0,2053665.0,14208.0,37
Goa,2020-06-30,1198,3,478,717.0,60041.0,842.0,30
Sikkim,2020-06-30,88,0,50,38.0,21485.0,311.0,11
Punjab,2020-06-30,5418,138,3764,1516.0,164532.0,5335.0,3
Bihar,2020-06-30,9640,62,7390,2188.0,-2107.0,-10.0,10
Meghalaya,2020-06-30,47,1,42,4.0,13094.0,132.0,17
Tamil Nadu,2020-06-30,86224,1141,47749,37334.0,-11602.0,-184.0,33
Andaman and Nicobar Islands,2020-06-30,90,0,46,44.0,3778.0,53.0,35
Manipur,2020-06-30,1227,0,494,733.0,3698.0,18.0,14
Mizoram,2020-06-30,148,0,55,93.0,4280.0,10.0,15
Jammu and Kashmir,2020-06-30,7237,95,4585,2557.0,77471.0,1245.0,1
Unknown,2020-06-30,7004,0,0,7004.0,-7004.0,0.0,97
Karnataka,2020-06-30,14295,226,7683,6386.0,3549813.0,38388.0,29
Chandigarh,2020-07-01,440,6,364,70.0,74035.0,1080.0,4
Jammu and Kashmir,2020-07-01,7497,101,4722,2674.0,304659.0,4161.0,1
Gujarat,2020-07-01,32557,1846,23662,7049.0,16796.0,316.0,24
Ladakh,2020-07-01,973,1,648,324.0,17689.0,188.0,38
Assam,2020-07-01,8227,12,5647,2568.0,632409.0,6185.0,18
Arunachal Pradesh,2020-07-01,191,1,62,128.0,16684.0,55.0,12
Andhra Pradesh,2020-07-01,14595,187,6511,7897.0,44073.0,571.0,37
Jharkhand,2020-07-01,2490,15,1884,591.0,115296.0,1039.0,20
Delhi,2020-07-01,87360,2742,58348,26270.0,544229.0,7980.0,7
